Id,SalePrice
1748,204600.67
1749,165054.75
1750,137969.92
1751,233413.12
1752,122561.96
1753,141377.0
1754,216767.0
1755,168187.98
1756,132579.08
1757,127001.836
1758,141958.22
1759,178262.77
1760,158587.3
1761,149857.72
1762,149597.52
1763,167590.25
1764,116558.6
1765,169170.62
1766,169322.02
1767,209135.6
1768,146826.19
1769,178537.81
1770,140407.94
1771,129309.625
1772,139976.52
1773,139651.5
1774,121832.96
1775,145359.25
1776,125511.53
1777,115324.69
1778,136652.81
1779,118366.914
1780,180372.5
1781,134475.64
1782,96143.734
1783,133363.64
1784,110884.266
1785,121189.2
1786,134069.89
1787,168527.95
1788,53816.684
1789,96956.484
1790,87595.29
1791,168281.22
1792,158819.75
1793,126748.266
1794,145763.02
1795,139426.52
1796,125081.75
1797,120141.4
1798,124170.24
1799,118247.57
1800,118745.6
1801,126107.79
1802,144260.83
1803,142591.47
1804,140137.14
1805,135913.52
1806,110444.56
1807,128789.234
1808,120979.93
1809,121266.766
1810,143747.33
1811,101802.1
1812,111326.67
1813,127734.97
1814,102093.48
1815,61139.098
1816,96337.5
1817,112469.99
1818,143971.1
1819,111114.24
1820,59604.688
1821,116047.43
1822,149254.33
1823,45609.84
1824,150199.3
1825,150636.81
1826,104817.51
1827,103089.22
1828,146191.05
1829,115758.18
1830,151919.53
1831,160559.56
1832,97548.77
1833,135095.61
1834,130467.37
1835,163528.67
1836,133107.48
1837,99261.14
1838,139184.17
1839,97423.875
1840,178978.34
1841,152025.36
1842,88670.625
1843,136584.38
1844,142890.28
1845,148057.77
1846,144554.31
1847,152188.45
1848,49876.574
1849,112321.9
1850,116767.39
1851,148580.03
1852,124702.58
1853,122833.61
1854,182699.28
1855,158829.56
1856,225026.92
1857,171599.89
1858,132340.34
1859,119313.65
1860,145623.4
1861,119235.35
1862,254449.38
1863,253414.47
1864,253143.81
1865,304610.2
1866,331732.75
1867,230692.16
1868,317258.88
1869,200718.08
1870,230263.4
1871,245366.27
1872,172218.3
1873,234258.64
1874,146997.77
1875,206114.44
1876,200300.78
1877,203632.27
1878,218076.48
1879,139091.73
1880,136333.39
1881,237684.97
1882,238692.2
1883,202298.81
1884,217579.75
1885,231774.47
1886,313642.4
1887,193671.78
1888,249109.94
1889,165149.52
1890,131226.64
1891,142879.11
1892,100919.85
1893,131550.95
1894,129184.86
1895,135188.16
1896,121910.65
1897,102289.76
1898,102147.64
1899,156244.14
1900,152355.66
1901,167443.45
1902,133123.14
1903,216119.39
1904,143872.1
1905,181818.08
1906,171131.25
1907,219102.6
1908,125845.375
1909,138383.7
1910,125109.12
1911,193011.9
1912,283454.38
1913,130434.73
1914,57737.035
1915,346320.47
1916,66075.25
1917,259495.08
1918,140105.98
1919,167182.67
1920,135391.9
1921,422210.25
1922,332038.22
1923,221775.83
1924,236055.55
1925,212283.06
1926,400332.66
1927,136213.98
1928,163758.75
1929,130566.55
1930,136990.31
1931,149259.48
1932,137384.73
1933,183719.05
1934,184189.95
1935,171191.77
1936,195931.14
1937,182907.47
1938,170448.53
1939,233770.22
1940,193203.45
1941,174546.52
1942,182959.45
1943,196209.69
1944,316064.9
1945,377560.47
1946,150882.5
1947,306054.2
1948,180363.92
1949,238300.84
1950,186814.05
1951,247069.4
1952,238258.78
1953,171823.88
1954,194117.19
1955,127490.586
1956,268667.0
1957,154045.22
1958,324861.72
1959,131428.36
1960,118858.42
1961,122516.37
1962,102510.7
1963,105512.74
1964,114409.97
1965,143519.98
1966,155556.16
1967,296612.34
1968,439029.7
1969,380095.62
1970,392202.34
1971,421074.06
1972,364191.25
1973,266487.03
1974,318361.8
1975,518290.06
1976,269280.56
1977,377848.56
1978,356940.22
1979,332706.7
1980,195599.88
1981,304898.12
1982,211276.23
1983,192851.58
1984,168770.6
1985,206410.8
1986,203166.12
1987,196220.61
1988,177569.22
1989,190906.23
1990,217624.7
1991,224609.03
1992,225146.64
1993,175226.58
1994,234280.95
1995,174332.27
1996,243895.0
1997,312230.47
1998,320340.75
1999,261581.02
2000,296040.1
2001,266428.6
2002,240241.33
2003,236367.73
2004,248513.33
2005,213432.95
2006,235242.19
2007,241986.47
2008,212050.6
2009,192235.73
2010,182458.06
2011,134888.3
2012,170537.9
2013,182515.81
2014,180012.56
2015,195385.19
2016,199126.06
2017,197667.84
2018,122574.01
2019,130293.79
2020,105446.586
2021,111343.99
2022,177821.23
2023,147270.72
2024,226019.7
2025,348372.53
2026,178830.61
2027,151729.56
2028,149252.25
2029,179751.75
2030,277252.66
2031,266587.62
2032,288137.28
2033,270220.44
2034,169914.56
2035,208490.56
2036,180798.56
2037,190138.0
2038,301048.16
2039,210385.02
2040,383470.62
2041,248015.31
2042,210033.12
2043,169584.14
2044,182226.84
2045,231918.45
2046,137550.33
2047,148742.72
2048,137194.1
2049,135756.05
2050,183734.23
2051,105971.98
2052,139539.19
2053,149618.22
2054,88651.34
2055,147603.1
2056,128378.72
2057,119219.23
2058,237478.22
2059,119782.24
2060,173343.56
2061,173461.47
2062,134030.58
2063,116357.484
2064,144069.06
2065,116473.42
2066,166044.02
2067,118308.94
2068,119532.65
2069,82494.875
2070,113785.56
2071,97684.61
2072,128055.805
2073,142320.5
2074,188979.6
2075,143280.47
2076,127707.36
2077,152593.73
2078,127805.77
2079,134144.06
2080,115606.48
2081,119537.1
2082,119544.55
2083,136276.48
2084,114564.74
2085,132121.88
2086,119557.22
2087,118455.555
2088,80243.62
2089,86474.92
2090,134872.22
2091,116715.35
2092,121262.18
2093,119577.125
2094,134583.69
2095,157481.34
2096,77815.0
2097,102150.69
2098,142733.34
2099,55017.953
2100,113768.7
2101,121421.1
2102,136349.52
2103,108031.51
2104,131792.95
2105,140069.66
2106,66870.47
2107,228842.81
2108,121743.875
2109,108252.51
2110,136786.45
2111,156846.55
2112,145464.31
2113,125718.664
2114,108869.66
2115,163221.56
2116,114601.0
2117,156158.56
2118,122996.984
2119,97367.06
2120,110098.34
2121,111274.77
2122,108399.54
2123,84834.5
2124,175825.44
2125,127020.52
2126,153736.31
2127,170745.83
2128,133994.86
2129,105454.05
2130,140675.81
2131,153452.53
2132,106565.06
2133,117504.625
2134,121475.39
2135,109265.836
2136,70834.23
2137,115955.97
2138,139765.84
2139,148122.42
2140,140704.06
2141,144907.8
2142,129340.15
2143,148719.56
2144,117371.44
2145,139145.67
2146,153296.86
2147,146149.86
2148,125638.43
2149,138603.31
2150,230542.5
2151,128323.95
2152,191346.94
2153,159131.78
2154,104502.76
2155,133514.84
2156,227597.12
2157,232777.2
2158,240030.45
2159,215136.11
2160,172294.81
2161,238883.02
2162,465358.28
2163,329714.28
2164,238473.31
2165,187209.88
2166,154315.81
2167,198671.47
2168,214317.48
2169,193716.89
2170,224242.66
2171,152367.67
2172,132348.67
2173,175474.88
2174,236963.28
2175,307434.1
2176,344979.88
2177,253066.97
2178,206904.81
2179,144080.84
2180,201406.33
2181,189044.44
2182,228106.05
2183,194282.19
2184,141337.67
2185,118599.82
2186,138353.38
2187,152499.48
2188,153004.4
2189,214905.47
2190,82458.33
2191,87430.1
2192,102003.26
2193,104901.63
2194,109922.15
2195,111897.48
2196,101701.02
2197,104239.8
2198,159690.42
2199,187444.86
2200,144030.86
2201,136447.98
2202,210815.7
2203,152945.11
2204,183305.27
2205,104908.92
2206,144877.0
2207,200107.83
2208,244699.27
2209,198447.03
2210,133634.72
2211,114008.484
2212,114372.76
2213,106574.82
2214,132391.78
2215,105053.46
2216,134067.22
2217,75235.484
2218,78137.0
2219,68486.81
2220,71880.875
2221,348404.22
2222,251644.62
2223,270439.75
2224,205280.73
2225,124555.13
2226,173822.89
2227,191974.78
2228,289203.62
2229,227862.02
2230,165341.98
2231,204083.47
2232,181712.64
2233,176597.67
2234,237425.55
2235,206406.61
2236,270241.7
2237,355384.1
2238,204845.44
2239,100274.016
2240,158053.77
2241,155920.05
2242,128435.85
2243,125377.9
2244,101079.35
2245,94223.99
2246,155294.66
2247,107098.23
2248,124635.37
2249,125575.18
2250,135879.72
2251,117154.02
2252,174124.45
2253,150536.78
2254,172854.81
2255,191121.2
2256,182065.05
2257,191994.3
2258,161828.34
2259,181733.83
2260,157600.31
2261,185056.33
2262,199317.47
2263,345816.6
2264,389166.8
2265,182167.22
2266,294722.06
2267,358534.4
2268,363410.88
2269,163893.47
2270,182454.14
2271,231914.36
2272,192500.44
2273,159450.5
2274,179208.53
2275,174117.77
2276,188389.06
2277,194738.89
2278,154599.58
2279,119900.97
2280,123717.04
2281,181820.44
2282,179174.94
2283,97387.49
2284,108075.27
2285,155262.3
2286,127771.34
2287,336471.66
2288,262131.97
2289,397105.6
2290,408516.7
2291,294273.72
2292,431610.66
2293,525128.9
2294,367211.62
2295,464380.5
2296,292491.34
2297,307786.0
2298,312891.72
2299,389345.78
2300,324746.9
2301,249807.89
2302,239731.06
2303,242427.86
2304,232428.22
2305,174576.94
2306,174226.95
2307,191512.14
2308,213021.4
2309,279016.9
2310,193003.53
2311,189502.47
2312,181230.48
2313,175742.97
2314,161779.48
2315,172059.17
2316,187227.77
2317,186566.89
2318,175957.86
2319,178910.92
2320,179571.16
2321,226140.02
2322,174881.73
2323,187675.27
2324,174227.3
2325,215492.05
2326,169329.86
2327,214720.31
2328,230293.78
2329,190888.83
2330,173217.6
2331,348543.6
2332,377285.88
2333,313765.84
2334,276321.88
2335,261340.95
2336,307967.03
2337,200355.77
2338,266381.9
2339,227159.1
2340,373938.3
2341,206962.12
2342,244230.12
2343,228446.22
2344,247529.89
2345,222128.25
2346,212281.53
2347,196729.23
2348,220828.03
2349,169372.97
2350,273385.6
2351,240780.66
2352,246891.89
2353,229089.0
2354,127729.52
2355,144705.55
2356,148916.67
2357,198180.16
2358,201765.47
2359,120871.67
2360,120905.95
2361,142281.6
2362,270587.16
2363,137755.83
2364,153714.05
2365,219369.81
2366,185290.3
2367,234161.05
2368,203829.95
2369,220562.62
2370,178806.92
2371,175784.58
2372,189959.58
2373,275498.7
2374,302093.56
2375,249293.1
2376,281177.38
2377,381903.84
2378,137683.72
2379,191158.19
2380,144967.61
2381,158879.22
2382,191068.52
2383,203302.19
2384,257315.98
2385,163839.78
2386,130849.25
2387,138409.02
2388,104673.82
2389,129293.42
2390,146918.27
2391,144087.19
2392,119953.76
2393,162210.88
2394,142293.05
2395,195399.89
2396,147293.64
2397,212593.66
2398,131539.17
2399,57951.484
2400,66946.63
2401,118626.83
2402,140541.03
2403,130946.836
2404,150806.55
2405,164505.2
2406,140720.94
2407,127211.44
2408,140491.6
2409,134011.25
2410,172259.77
2411,118666.05
2412,164850.52
2413,135961.39
2414,137516.14
2415,118370.01
2416,128564.195
2417,127063.6
2418,128361.766
2419,122158.03
2420,127935.31
2421,145741.45
2422,118381.61
2423,142438.69
2424,162144.95
2425,170390.11
2426,117312.75
2427,150122.02
2428,165005.23
2429,117501.07
2430,126382.31
2431,98935.766
2432,139577.72
2433,143081.78
2434,140497.4
2435,154373.53
2436,106835.11
2437,112872.33
2438,120318.43
2439,109416.12
2440,126701.82
2441,101594.24
2442,97288.96
2443,116223.73
2444,121051.91
2445,83102.3
2446,125879.8
2447,202292.61
2448,142849.69
2449,112569.414
2450,149812.44
2451,128092.1
2452,209445.83
2453,90025.664
2454,120284.664
2455,108409.02
2456,146340.45
2457,124666.14
2458,110029.21
2459,106110.664
2460,142548.42
2461,125523.125
2462,136835.28
2463,125609.836
2464,190585.3
2465,137888.03
2466,116424.914
2467,156992.56
2468,60830.04
2469,66874.55
2470,153204.1
2471,197193.11
2472,176578.92
2473,112205.234
2474,105824.266
2475,234281.7
2476,107170.91
2477,127581.32
2478,152525.31
2479,103159.164
2480,147153.0
2481,108480.33
2482,133579.56
2483,115821.95
2484,130367.32
2485,131758.12
2486,147360.08
2487,194961.81
2488,155304.98
2489,152273.1
2490,159419.27
2491,87822.17
2492,177519.0
2493,150397.83
2494,166742.39
2495,91578.68
2496,230596.89
2497,147201.52
2498,110234.89
2499,91313.55
2500,122881.57
2501,133279.95
2502,148543.66
2503,112352.516
2504,179491.62
2505,213743.28
2506,248300.78
2507,287540.3
2508,254471.19
2509,218943.05
2510,230573.77
2511,180852.06
2512,223404.69
2513,217611.56
2514,229446.11
2515,147100.36
2516,156291.6
2517,141354.34
2518,149901.81
2519,232869.94
2520,210014.28
2521,186020.4
2522,223516.44
2523,129836.93
2524,136385.67
2525,146763.44
2526,136378.6
2527,114804.98
2528,129975.93
2529,136376.34
2530,123121.1
2531,251613.44
2532,229950.97
2533,199572.6
2534,239274.69
2535,318173.25
2536,242036.89
2537,210909.11
2538,178261.17
2539,181779.25
2540,172568.86
2541,179486.62
2542,161745.2
2543,129116.75
2544,135839.2
2545,133410.9
2546,129376.62
2547,135010.88
2548,145499.58
2549,178169.67
2550,337832.12
2551,144607.52
2552,125255.38
2553,76070.08
2554,112202.4
2555,117610.39
2556,91500.734
2557,113410.38
2558,137046.0
2559,133141.25
2560,142813.02
2561,157138.28
2562,140320.89
2563,150920.28
2564,188931.38
2565,138981.36
2566,166928.22
2567,135862.45
2568,190655.72
2569,199918.1
2570,132896.42
2571,173772.2
2572,189568.5
2573,217275.62
2574,292362.34
2575,136092.75
2576,126218.445
2577,170568.47
2578,86842.39
2579,74812.04
2580,125931.37
2581,127825.26
2582,112212.15
2583,255979.1
2584,163213.45
2585,173437.7
2586,200684.77
2587,194894.48
2588,164401.1
2589,151186.7
2590,224290.55
2591,199787.52
2592,209556.92
2593,254384.28
2594,172484.12
2595,202308.73
2596,340975.2
2597,181446.36
2598,282633.06
2599,294300.94
2600,163073.14
2601,141975.27
2602,78001.01
2603,86673.08
2604,80380.73
2605,73447.664
2606,149594.69
2607,186248.6
2608,199464.75
2609,167569.69
2610,115439.14
2611,151614.86
2612,152334.45
2613,130283.94
2614,130901.42
2615,156498.98
2616,146760.23
2617,169168.77
2618,179478.03
2619,194962.66
2620,188950.44
2621,178652.36
2622,189331.89
2623,252610.36
2624,299865.2
2625,282540.12
2626,174784.53
2627,176793.2
2628,431119.3
2629,537925.06
2630,370799.22
2631,412751.6
2632,420286.16
2633,308262.3
2634,401973.53
2635,159964.23
2636,181931.03
2637,179059.98
2638,266295.44
2639,174875.17
2640,154731.08
2641,101973.33
2642,191923.8
2643,107365.15
2644,125762.31
2645,102050.15
2646,94055.54
2647,102419.055
2648,142231.6
2649,142484.23
2650,154286.86
2651,144463.5
2652,413829.78
2653,253263.5
2654,239482.98
2655,350497.84
2656,295637.3
2657,315779.38
2658,272781.72
2659,328697.3
2660,358348.6
2661,329026.88
2662,269297.16
2663,257997.66
2664,260912.64
2665,303594.28
2666,250218.16
2667,170851.06
2668,178246.23
2669,170370.38
2670,286601.2
2671,178195.11
2672,180920.6
2673,200312.38
2674,199571.83
2675,170855.11
2676,180253.28
2677,196436.14
2678,261413.42
2679,275470.53
2680,271432.03
2681,356005.88
2682,329920.38
2683,521800.5
2684,304923.03
2685,355730.3
2686,265952.88
2687,349280.5
2688,227528.36
2689,204197.11
2690,367953.38
2691,191209.58
2692,125321.05
2693,195749.17
2694,123729.31
2695,180639.06
2696,175735.47
2697,195008.44
2698,197432.31
2699,179399.45
2700,169335.83
2701,142714.6
2702,114896.73
2703,135062.66
2704,139381.77
2705,120960.95
2706,122918.664
2707,125235.44
2708,135698.19
2709,111054.97
2710,125903.03
2711,310871.66
2712,364995.78
2713,175310.61
2714,147421.1
2715,173812.67
2716,157404.22
2717,171605.8
2718,227972.25
2719,154824.28
2720,176475.19
2721,140819.45
2722,150748.5
2723,146295.75
2724,127941.22
2725,139104.7
2726,144344.25
2727,178639.14
2728,167397.42
2729,141157.9
2730,148558.81
2731,127242.72
2732,124521.945
2733,150818.31
2734,131289.27
2735,131668.44
2736,154619.61
2737,128775.16
2738,131313.4
2739,155258.89
2740,142228.56
2741,144621.62
2742,152151.3
2743,157403.73
2744,153218.16
2745,143988.03
2746,139032.38
2747,148746.08
2748,128140.445
2749,130575.39
2750,133683.39
2751,135143.62
2752,226414.52
2753,152292.8
2754,214966.66
2755,130470.04
2756,100535.74
2757,80628.445
2758,86881.93
2759,158474.8
2760,128600.8
2761,138925.05
2762,152430.78
2763,180393.8
2764,155483.77
2765,272420.62
2766,136927.61
2767,92814.09
2768,124091.766
2769,123205.42
2770,149334.17
2771,113108.516
2772,110575.47
2773,157414.6
2774,137814.12
2775,122317.71
2776,141610.25
2777,144864.6
2778,118997.4
2779,120412.555
2780,106188.164
2781,100073.76
2782,97274.62
2783,115951.3
2784,127300.52
2785,133846.62
2786,79564.08
2787,123434.375
2788,77477.28
2789,213219.17
2790,89384.19
2791,115074.23
2792,63972.2
2793,190642.98
2794,109030.16
2795,118354.984
2796,107012.516
2797,200386.22
2798,122894.67
2799,123169.35
2800,62917.58
2801,117123.78
2802,136783.66
2803,145884.12
2804,142383.2
2805,95595.2
2806,68041.6
2807,151192.42
2808,156170.39
2809,139529.6
2810,139249.1
2811,155882.27
2812,148947.36
2813,146874.5
2814,151365.4
2815,103843.484
2816,262972.7
2817,145648.05
2818,128211.28
2819,162796.67
2820,136314.23
2821,103948.19
2822,182459.14
2823,225275.88
2824,193949.6
2825,149298.36
2826,130232.78
2827,140414.23
2828,227630.45
2829,185043.28
2830,226855.03
2831,189429.73
2832,227410.75
2833,298607.9
2834,219507.72
2835,226968.22
2836,190983.48
2837,158122.5
2838,143780.48
2839,183024.62
2840,193989.89
2841,203987.56
2842,223894.97
2843,149489.0
2844,161049.12
2845,123164.84
2846,217838.27
2847,207062.42
2848,211715.6
2849,212549.56
2850,270789.7
2851,223904.11
2852,231899.61
2853,233976.66
2854,141343.16
2855,196996.33
2856,202520.45
2857,184251.33
2858,185583.78
2859,137127.88
2860,133166.72
2861,132527.9
2862,189515.55
2863,120333.0
2864,259760.64
2865,139528.58
2866,130045.78
2867,86700.164
2868,97411.73
2869,111382.445
2870,157940.84
2871,100829.06
2872,52810.074
2873,106125.06
2874,147368.94
2875,111301.555
2876,158492.86
2877,134840.05
2878,171950.61
2879,146240.88
2880,109105.016
2881,147606.69
2882,167861.14
2883,189883.88
2884,181241.4
2885,205424.2
2886,215426.61
2887,97099.46
2888,131856.72
2889,61177.934
2890,82774.195
2891,138018.72
2892,53634.78
2893,106031.51
2894,54172.67
2895,326585.38
2896,281916.12
2897,219458.94
2898,161641.22
2899,224257.19
2900,166334.12
2901,217477.02
2902,192189.16
2903,373209.6
2904,364662.2
2905,119440.87
2906,201285.6
2907,116253.07
2908,134800.23
2909,141254.06
2910,75920.37
2911,78712.195
2912,148889.2
2913,80721.47
2914,72675.086
2915,80246.11
2916,75769.06
2917,167953.98
2918,113489.57
2919,233407.94
